name,pub_time,con_finish_time,click_num,dock_enter_num,func_use,main_indice,type
重点实验室基金-6142004005-航天器运动执行机构的智能感知与可靠性评估技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594256.html,2018-11-12,2018-11-25,637,,针对航天器舱门、卫星天线、月球车等关键设备运动执行机构所面临的健康监测问题，开展航天器运动执行机构的智能感知与可靠性评估技术研究。,,all
重点实验室基金-61422230307-喷水推进船舶动力定位推力优化分配方法研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594255.html,2018-11-12,2018-11-25,559,,喷水推进推力分布及优化。,,all
重点实验室基金-6142004002-空间粒子在轨探测、感知与天基监测技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594254.html,2018-11-12,2018-11-25,534,,针对空间环境观测、防护和控制的未来发展需求，开展空间粒子在轨探测、感知与天基监测技术研究。,,all
重点实验室基金-6142004004-复杂网络系统的可靠性建模、分析与评估技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594253.html,2018-11-12,2018-11-25,535,,针对当前无人集群等复杂网络系统，开展复杂网络系统的可靠性建模、分析与评估技术研究。,,all
重点实验室基金-61420050202-防腐防污材料的设计与评价（二）,http://www.weain.mil.cn/cgxq/yy/yjjsl/594252.html,2018-11-12,2018-12-01,790,,用于装甲车辆、舰船等装备腐蚀污损防护。,,all
重点实验室基金-61422230308-喷水推进装置状态监测及常见故障诊断方法研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594251.html,2018-11-12,2018-11-25,583,,喷水推进故障诊断及监测。,,all
重点实验室基金-61421040105-面向多无人平台的自组织网络理论与关键技术二期,http://www.weain.mil.cn/cgxq/yy/yjjsl/594250.html,2018-11-12,2018-12-01,669,,针对未来无人机编队协同组网需求，研究多无人机平台的自组织网络的体系结构，组网理论与关键技术。,,all
重点实验室基金-61422230203-喷水推进平台快速性预报技术研究（二）,http://www.weain.mil.cn/cgxq/yy/yjjsl/594249.html,2018-11-12,2018-11-25,470,,喷水推进船舶快速性预报研究。,,all
重点实验室基金-61421040307-资源受限网络通信协议设计与验证技术二期,http://www.weain.mil.cn/cgxq/yy/yjjsl/594248.html,2018-11-12,2018-12-01,483,,针对空间网络节点资源受限等应用环境，研究天基网络的通信与组网协议设计与验证方法和技术，并进行仿真试验验证。,,all
重点实验室基金-61420050302-再制造绿色清洗技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594247.html,2018-11-12,2018-12-01,614,,用于装备零件表面无损高效高洁净清洗。,,all
重点实验室基金-61422200305-直升机舰面起降技术与控制,http://www.weain.mil.cn/cgxq/yy/yjjsl/594146.html,2018-11-09,2018-11-22,1418,,提高其预估的准确度，提高直升机的机动性、敏捷性和驾驶品质。,,all
重点实验室基金-6142A080402-白光中子源实验技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594145.html,2018-11-09,2018-11-25,635,,针对已经建成的中国散裂中子源反角白光中子源以及即将建成的基于原子能院100 MeV质子回旋加速器的白光中子源，发展白光中子源实验技术。,,all
重点实验室基金-61422200401-旋翼载荷分析、测量、识别及控制方法,http://www.weain.mil.cn/cgxq/yy/yjjsl/594144.html,2018-11-09,2018-11-22,628,,提升旋翼气弹耦合及动力稳定性的预估准确度，为降低直升机振动水平及抑制动力不稳定性提供理论和实验依据，并为高性能、低振动旋翼优化设计和性能改进提供指导。,,all
重点实验室基金-61429060108超高温抗氧化涂层的设计和制备,http://www.weain.mil.cn/cgxq/yy/yjjsl/594143.html,2018-11-09,2018-11-19,843,,用于高温抗氧化烧蚀和抗冲刷涂层研制,,all
重点实验室基金-61422200404-多旋翼直升机旋翼气弹稳定性及旋翼/机身耦合动力学分析与控制,http://www.weain.mil.cn/cgxq/yy/yjjsl/594142.html,2018-11-09,2018-11-22,564,,提升旋翼气弹耦合及动力稳定性的预估准确度，为降低直升机振动水平及抑制动力不稳定性提供理论和实验依据，并为高性能、低振动旋翼优化设计和性能改进提供指导。,,all
重点实验室基金-61422200503-自驱转（或桨尖驱动）旋翼动力学与控制,http://www.weain.mil.cn/cgxq/yy/yjjsl/594141.html,2018-11-09,2018-11-22,460,,为探索和发展新型旋翼及旋翼飞行器提供理论和实验支持。,,all
重点实验室基金-61422200103-直升机/舰船非定常流场干扰理论及实验研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594140.html,2018-11-09,2018-11-22,523,,为改善直升机性能、飞行品质和降低振动载荷的旋翼优化设计奠定基础。,,all
重点实验室基金-61429060501-新型超高温隔热复合材料的制备技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594139.html,2018-11-09,2018-11-19,786,,用于新型高温隔热材料的研制。,,all
重点实验室基金-61429060101新型低烧蚀非烧蚀复合材料的研制技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594138.html,2018-11-09,2018-11-19,767,,用于低烧蚀/非烧蚀复合材料制备,,all
柴油发电机组维护保养,http://www.weain.mil.cn/cgxq/wx/cpsbl/594137.html,2018-11-09,2018-11-11,412,,市电停电期间发电保障正常供电。,,all
重点实验室基金-6142902002-高速冲击下材料动态响应的原子（分子）尺度数值模拟技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594136.html,2018-11-09,2018-11-24,805,,支撑武器装备毁伤防护系统的发展,,all
重点实验室基金-61429060203梯度宽频透波氮化物材料制备方法研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594135.html,2018-11-09,2018-11-19,504,,用于宽频透波密度梯度氮化物材料研制,,all
重点实验室基金-61422200304-直升机吊挂飞行及特殊状态飞行特性分析,http://www.weain.mil.cn/cgxq/yy/yjjsl/594134.html,2018-11-09,2018-11-22,443,,提高其预估的准确度，提高直升机的机动性、敏捷性和驾驶品质。,,all
重点实验室基金-61422200501-智能旋翼的理论与试验研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594133.html,2018-11-09,2018-11-22,416,,为探索和发展新型旋翼及旋翼飞行器提供理论和实验支持。,,all
重点实验室基金-61422200201-旋翼（尾桨）气动噪声的分析、测量与抑制技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594132.html,2018-11-09,2018-11-22,445,,为新一代高性能、低振动、低噪声旋翼气动外形设计及性能改进提供理论和实验依据；为尾桨设计提供技术基础。,,all
重点实验室基金-6142902001-新型新概念毁伤与防护材料技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594131.html,2018-11-09,2018-11-24,715,,支撑武器装备毁伤防护系统的发展,,all
重点实验室基金-61429060303难加工陶瓷基复合材料旋转超声加工方法研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594130.html,2018-11-09,2018-11-19,669,,用于难加工陶瓷基复合材料的加工,,all
重点实验室基金-61429060103- 轻质烧蚀防热复合材料技术,http://www.weain.mil.cn/cgxq/yy/yjjsl/594129.html,2018-11-09,2018-11-19,597,,用于新型烧蚀隔热一体化材料研制,,all
重点实验室基金-61429060405防热复合材料高温热辐射特性测试技术研究,http://www.weain.mil.cn/cgxq/yy/yjjsl/594128.html,2018-11-09,2018-11-19,601,,用于新型飞行器高温隔热材料研制。,,all
重点实验室基金-61422200505-新概念、新构型旋翼飞行器气动、动力学与操控,http://www.weain.mil.cn/cgxq/yy/yjjsl/594127.html,2018-11-09,2018-11-22,471,,为探索和发展新型旋翼及旋翼飞行器提供理论和实验支持。,,all
重点实验室基金-61422200306-直升机（无人机）先进飞行控制与仿真,http://www.weain.mil.cn/cgxq/yy/yjjsl/594126.html,2018-11-09,2018-11-22,508,,提高其预估的准确度，提高直升机的机动性、敏捷性和驾驶品质。,,all
重点实验室基金-61429060402- 材料基因组方法在新型功能复合材料研制方面的应用,http://www.weain.mil.cn/cgxq/yy/yjjsl/594125.html,2018-11-09,2018-11-19,649,,预测新型超高温材料体系性能，积累基础研究理论、方法及数据，加速新型材料体系的应用。,,all
“供水系统”项目采购需求信息,http://www.weain.mil.cn/cgxq/gz/cpsbl/594049.html,2018-11-08,2018-11-14,414,,安装使用,,all
“变压器”项目采购需求信息,http://www.weain.mil.cn/cgxq/gz/cpsbl/594048.html,2018-11-08,2018-11-14,349,,安装使用,,all
120kW拖车电站,http://www.weain.mil.cn/cgxq/gz/cpsbl/593982.html,2018-11-07,2018-11-13,716,,主要用于部队野外驻训、国防施工、野战工程保障、抢险救灾、突发电力中断等状态下的用电，提供120kW、400V/230V、50Hz三相工频交流电源。,,all
轻量化军用方舱比测试验承试单位,http://www.weain.mil.cn/cgxq/gz/cpsbl/593981.html,2018-11-07,2018-11-13,518,,承担轻量化军用方舱性能比测试验任务，考核和评价轻量化军用方舱集中采购招标样舱的技术指标是否达到招标书的规定，是否满足国家和军队相关技术标准的要求，为轻量化方舱招标工作提供评分依据。,,all
75kW拖车电站,http://www.weain.mil.cn/cgxq/gz/cpsbl/593980.html,2018-11-07,2018-11-13,394,,主要用于部队野外驻训、国防施工、野战工程保障、抢险救灾、突发电力中断等状态下的用电，提供75kW、400V/230V、50Hz三相工频交流电源。,,all
新型冲锋舟,http://www.weain.mil.cn/cgxq/gz/cpsbl/593979.html,2018-11-07,2018-11-13,575,,主要用于沿海水域和内陆江河水域，执行水上交通、巡逻、抢险救援、物资运输等任务。,,all
信息化试验理论研究,http://www.weain.mil.cn/cgxq/gz/yjjsl/593978.html,2018-11-07,2018-11-20,209,,建立陆军武器装备信息化试验鉴定的理论体系框架，包括陆军武器装备信息化试验技术框架，以及信息化试验条件框架。,,all
30kW拖车电站,http://www.weain.mil.cn/cgxq/gz/cpsbl/593977.html,2018-11-07,2018-11-13,388,,主要用于野营条件下的办公、生活用电，亦可用于国防施工、抢险救灾和野战工程保障等。提供30kW、400V/230V、50Hz三相工频交流电源。,,all
多功能割草机采购需求对接,http://www.weain.mil.cn/cgxq/gz/cpsbl/593696.html,2018-11-03,2018-11-09,504,,多功能割草机采购需求对接,,all
电瓶起动车采购需求对接,http://www.weain.mil.cn/cgxq/gz/cpsbl/593695.html,2018-11-03,2018-11-09,439,,电瓶起动车采购需求对接,,all
礼堂LED屏整修,http://www.weain.mil.cn/cgxq/wx/cpsbl/593694.html,2018-11-03,2018-11-09,412,,1.对原LED屏幕现有部分元器件进行更换，整修后保证LED屏正常稳定运行；2.对原LED屏幕进行线路改造，增加一路信号输出，达到环路传输效果。,,all
机场清扫车采购需求对接公告,http://www.weain.mil.cn/cgxq/gz/cpsbl/593693.html,2018-11-03,2018-11-09,677,,主要适用于机场跑道的清扫、吹扫、磁吸，也可用于机场内部道路的清扫和保洁。,,all
视频导播车,http://www.weain.mil.cn/cgxq/gz/cpsbl/593616.html,2018-11-02,2018-11-30,403,,通过态势、视频同步显示为导演部组织导调提供必要支撑手段。,,all
贴片式气候环境效应因素采集仪,http://www.weain.mil.cn/cgxq/gz/cpsbl/592635.html,2018-10-19,2018-10-28,670,,1.建设内容：武器装备平台内采集仪（含温度、湿度、腐蚀电流和气压传感器）2套；武器装备平台外采集仪（含温度、湿度、腐蚀电流、气压和太阳辐射传感器）2套，配套数据处理软件，组成贴片式气候环境效应因素采集仪1套。 2.功能要求：采集仪具备防雨、防尘、防震功能，输出接口符合航空接口标准。采集仪具备开机、关机、工作、故障等模式提示。采集仪应具备磁吸安装方式和螺纹连接两种方式。采集仪整机采用内置电池供电。 3.主要技术指标：外形尺寸：长度≤20cm、宽度≤12cm、高度≤10cm；重量：≤3kg；安装方式：螺钉安装并配磁吸底座；腐蚀电流测量范围：10-9～10-2A；温度测量范围：-40～70℃；湿度测量范围：0～100%RH；气压测量范围：300～1100hPa；太阳能辐射传光谱范围：300～2800nm；环境温度：-40～70℃；续航时间：不小于7天。 4.主要资质要求：（1）质量管理体系认证证书。（2）本项目不接受联合体投标。（3）若潜在投标人超过7家，招标人将保留资格预审权利。,,all
流量传感器,http://www.weain.mil.cn/cgxq/gz/cpsbl/592634.html,2018-10-19,2018-10-28,490,,1.建设内容：采购两套汽车道路试验流量传感器。 2.功能要求：重量轻、体积小、安装方便、操作方便、数据处理简单（直接打印所需数据）。 3.主要技术指标：（1）量程：≤200L/h；（2）精度：≤0.5%；（3）重量：≤25kg；（4）尺寸（mm）：≤500×500×500. 4.使用要求：（1）连续工作8小时以上。（2）工作温度：-20℃～50℃；（3）供电方式：直流供电，12V或24V；（4）工作湿度：＜95%。 5.其他要求：保修期3年。 6.主要资质要求：（1）质量管理体系认证证书。（2）本项目不接受联合体投标。（3）若潜在投标人超过7家，招标人将保留资格预审权利。,,all
平顺性测试系统,http://www.weain.mil.cn/cgxq/gz/cpsbl/592633.html,2018-10-19,2018-10-28,358,,1.建设内容：整套系统由数据采集放大器、数据采集分析软件、笔记本电脑、三轴向地板加速度传感器、三轴向座垫加速度传感器、三轴向靠背加速度传感器以及GPS模块组成（以上组成仅供参考）。 2.功能要求：用于车辆、机械平顺性测试与分析，能完成国家及国军标规定的车辆平顺性道路试验和通用数据采集分析，包括：GB/T  4970-2009、QC/T 474-1999、GJB 4110.12-2000、GJB4111.20-2000等 。 3.主要技术指标：（1）数据采集放大器1套通道数：16；采样率：≥100kHz；分辨率：≥24bit ；量程：±10V；测量信号：电压、IEPE加速度传感器；供电：12V DC；通信接口：USB或以太网；具有输入隔离保护、内置抗混叠滤波器。（2）数据采集分析软件1套操作系统：Windows7以上; 功能：支持多通道连续、实时示波，存储，回放和分析。可进行数理统计、功率谱、滤波、倍频程、振动级、加权加速度均方根值等分析。满足标准GB/T 4970、QC/T 474、GJB 4110.12、GJB 4110.20的测试与评价要求。（3）三轴向振动加速度传感器2套类型：三轴向加速度传感器；量程：≥±10g；频响：0.5-5000Hz；灵敏度：≥100mV/g；其他：配5M线、配盒。（4）三轴向座垫加速度传感器1套类型：三轴向加速度传感器，橡胶座垫；量程：≥±10g；频响：0.5-5000Hz；灵敏度：≥100mV/g；其他：配5M线、配盒。（5）三轴向靠背加速度传感器1套类型：三轴向加速度传感器，橡胶靠垫；量程：≥±10g；频响：0.5-5000Hz；灵敏度：≥100mV/g；其他：配5M线、配盒。（6）GPS模块1套速度范围：0.1-200km/h；测量精度：0.1km/h；采样频率：100Hz。 4.使用要求: 工作温度： 0-50℃；直流电压：0-30V；交流电压：220V（1±10%）。 5.主要资质要求：（1）本项目不接受联合体投标；（2）若潜在投标人超过7家，招标人将保留资格预审权利。,,all
